[20251218 08:37:05][root/amd][pre_trainer][ip-10.21.9.25][rank-7/8][INFO ] [--------trainer.py:2578] :  iteration        1/      50 | consumed samples:          256 | elapsed time per iteration (ms): 87713.3/87713.3 | hip mem usage/free/total/usage_ratio: 89.46GB/102.53GB/191.98GB/46.60% | rocm mem usage/free/total/usage_ratio: 89.94GB/102.04GB/191.98GB/46.85% | throughput per GPU (TFLOP/s/GPU): 33.5/33.5 | tokens per GPU (tokens/s/GPU): 747.2/747.2 | learning rate: 5.000000E-06 | global batch size:   256 | lm loss: 1.204098E+01 | loss scale: 1.0 | grad norm: 3.307 | number of skipped iterations:   0 | number of nan iterations:   0 |
[20251218 08:37:11][root/amd][pre_trainer][ip-10.21.9.25][rank-7/8][INFO ] [--------trainer.py:2578] :  iteration        2/      50 | consumed samples:          512 | elapsed time per iteration (ms): 5202.6/46457.9 | hip mem usage/free/total/usage_ratio: 94.95GB/97.03GB/191.98GB/49.46% | rocm mem usage/free/total/usage_ratio: 95.44GB/96.54GB/191.98GB/49.71% | throughput per GPU (TFLOP/s/GPU): 565.3/299.4 | tokens per GPU (tokens/s/GPU): 12596.8/6672.0 | learning rate: 1.000000E-05 | global batch size:   256 | lm loss: 1.204219E+01 | loss scale: 1.0 | grad norm: 3.653 | number of skipped iterations:   0 | number of nan iterations:   0 |
[20251218 08:37:16][root/amd][pre_trainer][ip-10.21.9.25][rank-7/8][INFO ] [--------trainer.py:2578] :  iteration        3/      50 | consumed samples:          768 | elapsed time per iteration (ms): 5014.6/5014.6 | hip mem usage/free/total/usage_ratio: 94.95GB/97.03GB/191.98GB/49.46% | throughput per GPU (TFLOP/s/GPU): 586.5/586.5 | tokens per GPU (tokens/s/GPU): 13068.9/13068.9 | learning rate: 1.000000E-05 | global batch size:   256 | lm loss: 1.148777E+01 | loss scale: 1.0 | grad norm: 3.701 | number of skipped iterations:   0 | number of nan iterations:   0 |
[20251218 08:38:53][root/amd][pre_trainer][ip-10.21.9.25][rank-7/8][INFO ] [--------trainer.py:2578] :  iteration       22/      50 | consumed samples:         5632 | elapsed time per iteration (ms): 5400.2/5118.4 | hip mem usage/free/total/usage_ratio: 94.95GB/97.03GB/191.98GB/49.46% | throughput per GPU (TFLOP/s/GPU): 544.7/574.9 | tokens per GPU (tokens/s/GPU): 12135.8/12809.3 | learning rate: 1.000000E-05 | global batch size:   256 | lm loss: 1.437280E-01 | loss scale: 1.0 | grad norm: 0.309 | number of skipped iterations:   0 | number of nan iterations:   0 |
[20251218 08:38:59][root/amd][pre_trainer][ip-10.21.9.25][rank-7/8][INFO ] [--------trainer.py:2578] :  iteration       23/      50 | consumed samples:         5888 | elapsed time per iteration (ms): 6296.9/5174.5 | hip mem usage/free/total/usage_ratio: 94.95GB/97.03GB/191.98GB/49.46% | throughput per GPU (TFLOP/s/GPU): 467.1/569.7 | tokens per GPU (tokens/s/GPU): 10407.6/12694.9 | learning rate: 1.000000E-05 | global batch size:   256 | lm loss: 1.198699E-01 | loss scale: 1.0 | grad norm: 0.248 | number of skipped iterations:   0 | number of nan iterations:   0 |
[20251218 08:39:05][root/amd][pre_trainer][ip-10.21.9.25][rank-7/8][INFO ] [--------trainer.py:2578] :  iteration       24/      50 | consumed samples:         6144 | elapsed time per iteration (ms): 5402.2/5184.8 | hip mem usage/free/total/usage_ratio: 94.95GB/97.03GB/191.98GB/49.46% | throughput per GPU (TFLOP/s/GPU): 544.4/568.6 | tokens per GPU (tokens/s/GPU): 12131.3/12669.3 | learning rate: 1.000000E-05 | global batch size:   256 | lm loss: 1.052888E-01 | loss scale: 1.0 | grad norm: 0.228 | number of skipped iterations:   0 | number of nan iterations:   0 |
[20251218 08:39:10][root/amd][pre_trainer][ip-10.21.9.25][rank-7/8][INFO ] [--------trainer.py:2578] :  iteration       25/      50 | consumed samples:         6400 | elapsed time per iteration (ms): 5110.1/5181.6 | hip mem usage/free/total/usage_ratio: 94.95GB/97.03GB/191.98GB/49.46% | throughput per GPU (TFLOP/s/GPU): 575.6/568.9 | tokens per GPU (tokens/s/GPU): 12824.9/12676.0 | learning rate: 1.000000E-05 | global batch size:   256 | lm loss: 1.058560E-01 | loss scale: 1.0 | grad norm: 0.247 | number of skipped iterations:   0 | number of nan iterations:   0 |
[20251218 08:39:15][root/amd][pre_trainer][ip-10.21.9.25][rank-7/8][INFO ] [--------trainer.py:2578] :  iteration       26/      50 | consumed samples:         6656 | elapsed time per iteration (ms): 5114.1/5178.8 | hip mem usage/free/total/usage_ratio: 94.95GB/97.03GB/191.98GB/49.46% | throughput per GPU (TFLOP/s/GPU): 575.1/569.2 | tokens per GPU (tokens/s/GPU): 12814.8/12681.8 | learning rate: 1.000000E-05 | global batch size:   256 | lm loss: 8.840220E-02 | loss scale: 1.0 | grad norm: 0.209 | number of skipped iterations:   0 | number of nan iterations:   0 |
[20251218 08:39:20][root/amd][pre_trainer][ip-10.21.9.25][rank-7/8][INFO ] [--------trainer.py:2578] :  iteration       27/      50 | consumed samples:         6912 | elapsed time per iteration (ms): 5114.9/5176.2 | hip mem usage/free/total/usage_ratio: 94.95GB/97.03GB/191.98GB/49.46% | throughput per GPU (TFLOP/s/GPU): 575.0/569.4 | tokens per GPU (tokens/s/GPU): 12812.7/12687.1 | learning rate: 1.000000E-05 | global batch size:   256 | lm loss: 7.957634E-02 | loss scale: 1.0 | grad norm: 0.182 | number of skipped iterations:   0 | number of nan iterations:   0 |
[20251218 08:39:25][root/amd][pre_trainer][ip-10.21.9.25][rank-7/8][INFO ] [--------trainer.py:2578] :  iteration       28/      50 | consumed samples:         7168 | elapsed time per iteration (ms): 5106.6/5173.5 | hip mem usage/free/total/usage_ratio: 94.95GB/97.03GB/191.98GB/49.46% | throughput per GPU (TFLOP/s/GPU): 576.0/569.6 | tokens per GPU (tokens/s/GPU): 12833.6/12692.7 | learning rate: 1.000000E-05 | global batch size:   256 | lm loss: 7.899091E-02 | loss scale: 1.0 | grad norm: 0.193 | number of skipped iterations:   0 | number of nan iterations:   0 |
[20251218 08:39:30][root/amd][pre_trainer][ip-10.21.9.25][rank-7/8][INFO ] [--------trainer.py:2578] :  iteration       29/      50 | consumed samples:         7424 | elapsed time per iteration (ms): 5106.9/5171.1 | hip mem usage/free/total/usage_ratio: 94.95GB/97.03GB/191.98GB/49.46% | throughput per GPU (TFLOP/s/GPU): 575.9/569.9 | tokens per GPU (tokens/s/GPU): 12832.9/12697.9 | learning rate: 1.000000E-05 | global batch size:   256 | lm loss: 6.544290E-02 | loss scale: 1.0 | grad norm: 0.159 | number of skipped iterations:   0 | number of nan iterations:   0 |
[20251218 08:39:35][root/amd][pre_trainer][ip-10.21.9.25][rank-7/8][INFO ] [--------trainer.py:2578] :  iteration       30/      50 | consumed samples:         7680 | elapsed time per iteration (ms): 5104.0/5168.7 | hip mem usage/free/total/usage_ratio: 94.95GB/97.03GB/191.98GB/49.46% | throughput per GPU (TFLOP/s/GPU): 576.3/570.1 | tokens per GPU (tokens/s/GPU): 12840.0/12703.0 | learning rate: 1.000000E-05 | global batch size:   256 | lm loss: 6.245424E-02 | loss scale: 1.0 | grad norm: 0.163 | number of skipped iterations:   0 | number of nan iterations:   0 |
[20251218 08:39:40][root/amd][pre_trainer][ip-10.21.9.25][rank-7/8][INFO ] [--------trainer.py:2578] :  iteration       31/      50 | consumed samples:         7936 | elapsed time per iteration (ms): 5111.1/5166.7 | hip mem usage/free/total/usage_ratio: 94.95GB/97.03GB/191.98GB/49.46% | throughput per GPU (TFLOP/s/GPU): 575.5/570.3 | tokens per GPU (tokens/s/GPU): 12822.3/12707.1 | learning rate: 1.000000E-05 | global batch size:   256 | lm loss: 6.245676E-02 | loss scale: 1.0 | grad norm: 0.154 | number of skipped iterations:   0 | number of nan iterations:   0 |
[20251218 08:39:45][root/amd][pre_trainer][ip-10.21.9.25][rank-7/8][INFO ] [--------trainer.py:2578] :  iteration       32/      50 | consumed samples:         8192 | elapsed time per iteration (ms): 5106.7/5164.7 | hip mem usage/free/total/usage_ratio: 94.95GB/97.03GB/191.98GB/49.46% | throughput per GPU (TFLOP/s/GPU): 576.0/570.5 | tokens per GPU (tokens/s/GPU): 12833.2/12711.3 | learning rate: 1.000000E-05 | global batch size:   256 | lm loss: 5.344947E-02 | loss scale: 1.0 | grad norm: 0.141 | number of skipped iterations:   0 | number of nan iterations:   0 |
[20251218 08:39:51][root/amd][pre_trainer][ip-10.21.9.25][rank-7/8][INFO ] [--------trainer.py:2578] :  iteration       33/      50 | consumed samples:         8448 | elapsed time per iteration (ms): 5105.9/5162.8 | hip mem usage/free/total/usage_ratio: 94.95GB/97.03GB/191.98GB/49.46% | throughput per GPU (TFLOP/s/GPU): 576.0/570.7 | tokens per GPU (tokens/s/GPU): 12835.3/12715.3 | learning rate: 1.000000E-05 | global batch size:   256 | lm loss: 5.024122E-02 | loss scale: 1.0 | grad norm: 0.136 | number of skipped iterations:   0 | number of nan iterations:   0 |
[20251218 08:39:56][root/amd][pre_trainer][ip-10.21.9.25][rank-7/8][INFO ] [--------trainer.py:2578] :  iteration       34/      50 | consumed samples:         8704 | elapsed time per iteration (ms): 5106.0/5161.0 | hip mem usage/free/total/usage_ratio: 94.95GB/97.03GB/191.98GB/49.46% | throughput per GPU (TFLOP/s/GPU): 576.0/570.8 | tokens per GPU (tokens/s/GPU): 12835.1/12719.0 | learning rate: 1.000000E-05 | global batch size:   256 | lm loss: 4.657329E-02 | loss scale: 1.0 | grad norm: 0.132 | number of skipped iterations:   0 | number of nan iterations:   0 |
[20251218 08:40:01][root/amd][pre_trainer][ip-10.21.9.25][rank-7/8][INFO ] [--------trainer.py:2578] :  iteration       35/      50 | consumed samples:         8960 | elapsed time per iteration (ms): 5110.0/5159.5 | hip mem usage/free/total/usage_ratio: 94.95GB/97.03GB/191.98GB/49.46% | throughput per GPU (TFLOP/s/GPU): 575.6/571.0 | tokens per GPU (tokens/s/GPU): 12825.1/12722.2 | learning rate: 1.000000E-05 | global batch size:   256 | lm loss: 4.374465E-02 | loss scale: 1.0 | grad norm: 0.130 | number of skipped iterations:   0 | number of nan iterations:   0 |
[20251218 08:40:06][root/amd][pre_trainer][ip-10.21.9.25][rank-7/8][INFO ] [--------trainer.py:2578] :  iteration       36/      50 | consumed samples:         9216 | elapsed time per iteration (ms): 5110.9/5158.0 | hip mem usage/free/total/usage_ratio: 94.95GB/97.03GB/191.98GB/49.46% | throughput per GPU (TFLOP/s/GPU): 575.5/571.1 | tokens per GPU (tokens/s/GPU): 12822.8/12725.2 | learning rate: 1.000000E-05 | global batch size:   256 | lm loss: 3.898568E-02 | loss scale: 1.0 | grad norm: 0.117 | number of skipped iterations:   0 | number of nan iterations:   0 |
[20251218 08:40:11][root/amd][pre_trainer][ip-10.21.9.25][rank-7/8][INFO ] [--------trainer.py:2578] :  iteration       37/      50 | consumed samples:         9472 | elapsed time per iteration (ms): 5107.9/5156.6 | hip mem usage/free/total/usage_ratio: 94.95GB/97.03GB/191.98GB/49.46% | throughput per GPU (TFLOP/s/GPU): 575.8/571.2 | tokens per GPU (tokens/s/GPU): 12830.3/12728.2 | learning rate: 1.000000E-05 | global batch size:   256 | lm loss: 3.813941E-02 | loss scale: 1.0 | grad norm: 0.115 | number of skipped iterations:   0 | number of nan iterations:   0 |
[20251218 08:40:16][root/amd][pre_trainer][ip-10.21.9.25][rank-7/8][INFO ] [--------trainer.py:2578] :  iteration       38/      50 | consumed samples:         9728 | elapsed time per iteration (ms): 5107.9/5155.3 | hip mem usage/free/total/usage_ratio: 94.95GB/97.03GB/191.98GB/49.46% | throughput per GPU (TFLOP/s/GPU): 575.8/571.4 | tokens per GPU (tokens/s/GPU): 12830.2/12731.0 | learning rate: 1.000000E-05 | global batch size:   256 | lm loss: 3.752861E-02 | loss scale: 1.0 | grad norm: 0.120 | number of skipped iterations:   0 | number of nan iterations:   0 |
[20251218 08:40:21][root/amd][pre_trainer][ip-10.21.9.25][rank-7/8][INFO ] [--------trainer.py:2578] :  iteration       39/      50 | consumed samples:         9984 | elapsed time per iteration (ms): 5108.3/5154.0 | hip mem usage/free/total/usage_ratio: 94.95GB/97.03GB/191.98GB/49.46% | throughput per GPU (TFLOP/s/GPU): 575.8/571.5 | tokens per GPU (tokens/s/GPU): 12829.4/12733.7 | learning rate: 1.000000E-05 | global batch size:   256 | lm loss: 3.345628E-02 | loss scale: 1.0 | grad norm: 0.107 | number of skipped iterations:   0 | number of nan iterations:   0 |
[20251218 08:40:26][root/amd][pre_trainer][ip-10.21.9.25][rank-7/8][INFO ] [--------trainer.py:2578] :  iteration       40/      50 | consumed samples:        10240 | elapsed time per iteration (ms): 5102.3/5152.6 | hip mem usage/free/total/usage_ratio: 94.95GB/97.03GB/191.98GB/49.46% | throughput per GPU (TFLOP/s/GPU): 576.5/571.6 | tokens per GPU (tokens/s/GPU): 12844.4/12736.6 | learning rate: 1.000000E-05 | global batch size:   256 | lm loss: 3.246421E-02 | loss scale: 1.0 | grad norm: 0.102 | number of skipped iterations:   0 | number of nan iterations:   0 |
[20251218 08:40:31][root/amd][pre_trainer][ip-10.21.9.25][rank-7/8][INFO ] [--------trainer.py:2578] :  iteration       41/      50 | consumed samples:        10496 | elapsed time per iteration (ms): 5101.6/5151.3 | hip mem usage/free/total/usage_ratio: 94.95GB/97.03GB/191.98GB/49.46% | throughput per GPU (TFLOP/s/GPU): 576.5/571.7 | tokens per GPU (tokens/s/GPU): 12846.1/12739.4 | learning rate: 1.000000E-05 | global batch size:   256 | lm loss: 3.038107E-02 | loss scale: 1.0 | grad norm: 0.102 | number of skipped iterations:   0 | number of nan iterations:   0 |
[20251218 08:40:37][root/amd][pre_trainer][ip-10.21.9.25][rank-7/8][INFO ] [--------trainer.py:2578] :  iteration       42/      50 | consumed samples:        10752 | elapsed time per iteration (ms): 5103.5/5150.1 | hip mem usage/free/total/usage_ratio: 94.95GB/97.03GB/191.98GB/49.46% | throughput per GPU (TFLOP/s/GPU): 576.3/571.9 | tokens per GPU (tokens/s/GPU): 12841.3/12742.0 | learning rate: 1.000000E-05 | global batch size:   256 | lm loss: 2.976460E-02 | loss scale: 1.0 | grad norm: 0.101 | number of skipped iterations:   0 | number of nan iterations:   0 |
[20251218 08:40:42][root/amd][pre_trainer][ip-10.21.9.25][rank-7/8][INFO ] [--------trainer.py:2578] :  iteration       43/      50 | consumed samples:        11008 | elapsed time per iteration (ms): 5101.9/5149.0 | hip mem usage/free/total/usage_ratio: 94.95GB/97.03GB/191.98GB/49.46% | throughput per GPU (TFLOP/s/GPU): 576.5/572.0 | tokens per GPU (tokens/s/GPU): 12845.3/12744.5 | learning rate: 1.000000E-05 | global batch size:   256 | lm loss: 2.775801E-02 | loss scale: 1.0 | grad norm: 0.096 | number of skipped iterations:   0 | number of nan iterations:   0 |
